ID,Form_ID,Form,Cognateset_ID,Alignment,Doubt,Cognate_detection_method,Cognate_source,Alignment_method,Alignment_source,Segment_slice
3113,957,khui²¹,c76,kʰ - u i ²¹,,expert,Hill2017,LingPy:SCA,,
3114,958,khui³⁵,c76,kʰ - u i ³⁵,,expert,Hill2017,LingPy:SCA,,
3115,964,fui³¹,c76,f - u i ³¹,,expert,Hill2017,LingPy:SCA,,
3116,962,lə̆³¹kha³⁵,c121,l ə̆ ³¹ + kʰ a ³⁵,,expert,Hill2017,LingPy:SCA,,
3117,5406,kʰwe⁵⁵,c76,kʰ w e - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3118,955,xui³¹,c76,x - u i ³¹,,expert,Hill2017,LingPy:SCA,,
3119,961,khui⁵⁵,c76,kʰ - u i ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3120,7241,khuyḥ,c76,kʰ - u j ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3121,980,it⁵⁵mɔʔ⁵⁵,c460,- i t ⁵⁵ - - + m ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3122,981,ju̱p⁵⁵moʔ²¹,c460,j ṵ p ⁵⁵ - - + m o ʔ ²¹,,expert,Hill2017,LingPy:SCA,,
3123,982,ja̱p⁵⁵maʔ⁵⁵,c460,j a̰ p ⁵⁵ - - + m a ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3124,983,jɔ̱p⁵⁵mɔʔ³¹,c460,j ɔ̰ p ⁵⁵ - - + m ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,
3125,984,ja̱p³¹mɔʔ³¹,c460,j a̰ p ³¹ - - + m ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,
3126,985,in³¹mɔʔ⁵⁵,c460,- i n ³¹ - - + m ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3127,5255,eʔ⁴mɛʔ⁴,c460,- e ʔ ⁴ - - + m ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,
3128,7243,ip◦mak,c460,- - - - i p + m a k -,,expert,Hill2017,LingPy:SCA,,
3129,1089,ȵ̥on⁵⁵mɔk³⁵,c582,n̥ʲ o n ⁵⁵ + m ɔ k ³⁵,,expert,Hill2017,LingPy:SCA,,
3130,1091,phui²¹la̱u⁵¹,c211,pʰ u i ²¹ + l a̰ - u ⁵¹,,expert,Hill2017,LingPy:SCA,,
3131,1092,phə̆³¹lau⁵⁵,c211,pʰ ə̆ - ³¹ + l a - u ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3132,1093,phə̆⁵⁵lo̱u³³,c211,pʰ ə̆ - ⁵⁵ + l o̰ - u ³³,,expert,Hill2017,LingPy:SCA,,
3133,1094,phɔ̆i³⁵lu̱k³¹,c211,pʰ ɔ̆ i ³⁵ + l ṵ k - ³¹,,expert,Hill2017,LingPy:SCA,,
3134,5441,pʰõ²²,c228,pʰ õ ∼ ²²,,expert,Hill2017,LingPy:SCA,,
3135,7245,phun,c228,pʰ u n -,,expert,Hill2017,LingPy:SCA,,
3136,1097,ni³¹tʂhua³¹,c633,n i ³¹ + ʈʂʰ u a ³¹,,expert,Hill2017,LingPy:SCA,,
3137,1100,nŏ²¹phjo²¹,c317,n ŏ ²¹ + pʰ j o ²¹,,expert,Hill2017,LingPy:SCA,,
3138,1103,nə̆³¹khj⁵⁵,c396,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3139,1108,nə̆³³khjap⁵⁵,c396,n ə̆ ³³ + kʰ j a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3140,5556,nɑ⁵⁵,c646,n ɑ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3141,1111,nə̆³¹khjɛʔ⁵⁵,c396,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3142,1113,n̥a³¹tʂhɔ³¹,c633,n̥ a ³¹ + ʈʂʰ ɔ - ³¹,,expert,Hill2017,LingPy:SCA,,
3143,7247,nāḥ◦ro₁k,c351,n a ⁵⁵ + r o k,,expert,Hill2017,LingPy:SCA,,
3144,7249,mliy,c698,m l i j -,,expert,Hill2017,LingPy:SCA,,
3145,5619,mje²²,c698,m j e - ²²,,expert,Hill2017,LingPy:SCA,,
3146,3919,mi⁵⁵,c698,m - i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3147,3920,mji⁵⁵tse̱²¹,c701,m j i - ⁵⁵ + ts ḛ - ²¹,,expert,Hill2017,LingPy:SCA,,
3148,3921,mi⁵⁵kauŋ⁵⁵,c61,m i ⁵⁵ + k a u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3149,3922,mji̱³¹tsei⁵⁵,c701,m j ḭ - ³¹ + ts e i ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3150,3923,mjik³¹tsa̱i³⁵,c701,m j i k ³¹ + ts a̰ i ³⁵,,expert,Hill2017,LingPy:SCA,,
3151,3924,m̥i⁵⁵,c698,m̥ - i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3152,6134,vuʔ³¹ti³¹,c397,v u ʔ ³¹ + t - i ³¹,,expert,Hill2017,LingPy:SCA,,
3153,6196,ta⁵⁵,c260,t a ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3154,6249,vaʔ³¹tai⁵⁵,c397,v a ʔ ³¹ + t a i ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3155,6421,ti²²,c260,t i ²²,,expert,Hill2017,LingPy:SCA,,
3156,6638,ta⁵⁵,c260,t a ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3157,6646,tʃi̱⁵⁵tʃi̱n⁵⁵,c624,tʃ ḭ ⁵⁵ + tʃ ḭ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3158,6406,vɔʔ³¹tɔi³¹,c397,v ɔ ʔ ³¹ + t ɔ i ³¹,,expert,Hill2017,LingPy:SCA,,
3159,1140,u̱³⁵,c12,- ṵ ³⁵,,expert,Hill2017,LingPy:SCA,,
3160,1144,a̱u⁵⁵,c12,a̰ u ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3161,5427,û⁵³,c12,- u ⁵³,,expert,Hill2017,LingPy:SCA,,
3162,7251,u,c12,- u -,,expert,Hill2017,LingPy:SCA,,
3163,1177,mjaʔ³¹tʃɿ³⁵,c275,m j a ʔ ³¹ + tʃ ɿ - ³⁵,,expert,Hill2017,LingPy:SCA,,
3164,1184,mjɔʔ³¹tʃik⁵⁵,c275,m j ɔ ʔ ³¹ + tʃ i k ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3165,5494,mjɛʔ⁴si⁵³,c275,m j ɛ ʔ ⁴ + s i - ⁵³,,expert,Hill2017,LingPy:SCA,,
3166,7253,myak,c451,m j a k,,expert,Hill2017,LingPy:SCA,,
3167,5527,ɑ⁵³pʰe²²,c117,ɑ ⁵³ - + pʰ e - ²²,,expert,Hill2017,LingPy:SCA,,
3168,1273,teʔ⁵⁵,c243,t e ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3169,1277,a³¹va⁵⁵,c425,a ³¹ + v a ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3170,1280,a⁵⁵pho⁵³,c117,a ⁵⁵ - + pʰ o - ⁵³,,expert,Hill2017,LingPy:SCA,,
3171,1276,a⁵⁵va²¹,c425,a ⁵⁵ + v a ²¹,,expert,Hill2017,LingPy:SCA,,
3172,7255,a◦phiy,c117,- - a + pʰ i j -,,expert,Hill2017,LingPy:SCA,,
3173,1281,a⁵⁵phɔ⁵⁵,c117,a ⁵⁵ - + pʰ ɔ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3174,1283,po³¹,c647,p o ³¹,,expert,Hill2017,LingPy:SCA,,
3175,1298,a³¹mui³¹,c398,a ³¹ - + m u i ³¹,,expert,Hill2017,LingPy:SCA,,
3176,1299,ʃŏ²¹mau⁵⁵,c6,ʃ ŏ ²¹ + m a - u ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3177,1301,a³¹mau³⁵,c398,a ³¹ - + m a u ³⁵,,expert,Hill2017,LingPy:SCA,,
3178,1303,sŏ⁵⁵mou⁵⁵,c6,s ŏ ⁵⁵ + m o - u ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3179,5607,ŋ̊ɛʔ⁴mwe⁵⁵,c705,ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3180,7257,a◦muyḥ,c398,- - a + m u j ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3181,1305,ʃɔ̆³⁵muk⁵⁵,c6,ʃ ɔ̆ ³⁵ + m u k - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3182,1401,mji³⁵,c549,m j i ³⁵,,expert,Hill2017,LingPy:SCA,,
3183,1403,n̩⁵⁵pui³¹,c89,n̩ ⁵⁵ + p u i ³¹,,expert,Hill2017,LingPy:SCA,,
3184,5301,mi⁵⁵,c549,m - i ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3185,1394,poi³¹,c59,p o i ³¹,,expert,Hill2017,LingPy:SCA,,
3186,1396,mji²¹,c549,m j i ²¹,,expert,Hill2017,LingPy:SCA,,
3187,1397,mi³¹,c549,m - i ³¹,,expert,Hill2017,LingPy:SCA,,
3188,1400,mji³³,c549,m j i ³³,,expert,Hill2017,LingPy:SCA,,
3189,1402,n̩⁵⁵pui³¹,c89,n̩ ⁵⁵ + p u i ³¹,,expert,Hill2017,LingPy:SCA,,
3190,7259,mīḥ,c549,m - i ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3191,1417,ŋ̊ɔ̆³¹ʂɔ³¹,c241,ŋ̊ ɔ̆ ³¹ + ʂ ɔ - ³¹,,expert,Hill2017,LingPy:SCA,,
3192,5299,ŋɑ⁵⁵,c262,ŋ ɑ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3193,1407,ŋa³¹ʂua³¹,c241,ŋ a ³¹ + ʂ u a ³¹,,expert,Hill2017,LingPy:SCA,,
3194,1410,ŋŏ²¹tso²¹,c690,ŋ ŏ ²¹ + ts o ²¹,,expert,Hill2017,LingPy:SCA,,
3195,1411,ŋə̆³¹ta³¹,c690,ŋ ə̆ ³¹ + t a ³¹,,expert,Hill2017,LingPy:SCA,,
3196,1414,ŋə̆³¹tso³³,c690,ŋ ə̆ ³¹ + ts o ³³,,expert,Hill2017,LingPy:SCA,,
3197,1415,ŋə̆³¹tsɔ³¹,c690,ŋ ə̆ ³¹ + ts ɔ ³¹,,expert,Hill2017,LingPy:SCA,,
3198,7261,ṅāḥ,c262,ŋ a ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3199,6190,fu³¹lai³¹,c26,f u ³¹ + l a i ³¹,,expert,Hill2017,LingPy:SCA,,
3200,6129,kʰuk⁵⁵le̱i⁵⁵,c296,kʰ u k ⁵⁵ + l ḛ i ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3201,6243,kʰə̆³¹lu̱i³⁵,c296,kʰ ə̆ - ³¹ + l ṵ i ³⁵,,expert,Hill2017,LingPy:SCA,,
3202,6340,l̥i³¹,c573,l̥ i - ³¹,,expert,Hill2017,LingPy:SCA,,
3203,6416,ɬe⁵⁵,c573,ɬ e - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3204,6478,kʰĕ⁵⁵la̱i²¹,c296,kʰ ĕ - ⁵⁵ + l a̰ i ²¹,,expert,Hill2017,LingPy:SCA,,
3205,7263,lhiyḥ,c573,l̥ i j ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3206,6399,kʰə̆³¹la̱³⁵,c296,kʰ ə̆ - ³¹ + l a̰ - ³⁵,,expert,Hill2017,LingPy:SCA,,
3207,1462,pan³³,c631,p a n ³³,,expert,Hill2017,LingPy:SCA,,
3208,1464,pan⁵⁵tam³¹,c556,p a n ⁵⁵ + t a m ³¹,,expert,Hill2017,LingPy:SCA,,
3209,5386,ɑ⁵³pwĩ⁵³,c406,ɑ ⁵³ - + p w ĩ ∼ ⁵³,,expert,Hill2017,LingPy:SCA,,
3210,1456,kăn⁵⁵tam³¹,c134,k ă n ⁵⁵ + t a m ³¹,,expert,Hill2017,LingPy:SCA,,
3211,1458,pan²¹,c631,p a n ²¹,,expert,Hill2017,LingPy:SCA,,
3212,1459,pɛ̃³¹pɔ³⁵,c187,p ɛ̃ ∼ ³¹ + p ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,
3213,1463,pəŋ³⁵,c631,p ə ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,
3214,7265,a◦po₁ṅʔ,c406,- - a + p - o ŋ ⁵³,,expert,Hill2017,LingPy:SCA,,
3215,1486,sai⁵⁵von²¹,c674,s a i ⁵⁵ + v o n ²¹,,expert,Hill2017,LingPy:SCA,,
3216,5499,mju²²,c340,m j u ²²,,expert,Hill2017,LingPy:SCA,,
3217,1483,mau³¹tum⁵⁵,c511,m a u ³¹ + t u m ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3218,1487,sai³⁵vun³¹,c674,s a i ³⁵ + v u n ³¹,,expert,Hill2017,LingPy:SCA,,
3219,1489,sa̱i³³wan³¹,c674,s a̰ i ³³ + w a n ³¹,,expert,Hill2017,LingPy:SCA,,
3220,1490,tʃam³¹thɔi³⁵,c20,tʃ a m ³¹ + tʰ ɔ i ³⁵,,expert,Hill2017,LingPy:SCA,,
3221,1491,çaŋ⁵⁵cin³¹,c703,ç a ŋ ⁵⁵ + c i n ³¹,,expert,Hill2017,LingPy:SCA,,
3222,7267,nhaṅḥ,c276,n̥ a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3223,6254,kʰjik³¹,c88,kʰ j i k ³¹,,expert,Hill2017,LingPy:SCA,,
3224,6278,ʨʰe²²tʰɑuʔ⁴,c598,tɕʰ e ²² + tʰ ɑ u ʔ ⁴,,expert,Hill2017,LingPy:SCA,,
3225,6280,chi⁵⁵,c88,cʰ - i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3226,6420,ʨʰi⁵⁵,c88,tɕʰ - i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3227,6429,kʰji⁵¹,c88,kʰ j i - ⁵¹,,expert,Hill2017,LingPy:SCA,,
3228,6472,kʰjei³³,c88,kʰ j e i ³³,,expert,Hill2017,LingPy:SCA,,
3229,6645,kʰji⁵³,c88,kʰ j i - ⁵³,,expert,Hill2017,LingPy:SCA,,
3230,7269,khriy,c88,kʰ r i j -,,expert,Hill2017,LingPy:SCA,,
3231,1516,kʐom⁵⁵,c597,k ʐ o m ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3232,5258,tɔ⁵⁵,c645,t ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3233,1512,sik⁵⁵pu̱ŋ⁵⁵,c468,s i k ⁵⁵ + p ṵ ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3234,1513,sak⁵⁵ja⁵⁵,c509,s a k ⁵⁵ + j a ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3235,1514,sə̱kjo³¹,c509,s ə̰ k + - j o ³¹,,expert,Hill2017,LingPy:SCA,,
3236,1515,sa̱k⁵⁵jɔ³¹,c509,s a̰ k ⁵⁵ + j ɔ ³¹,,expert,Hill2017,LingPy:SCA,,
3237,6409,mje²²kʰwe⁵⁵,c422,m j e ²² - - - - + kʰ w e - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3238,6550,tan⁵⁵kʰui²¹,c213,t a n ⁵⁵ + kʰ u i ²¹,,expert,Hill2017,LingPy:SCA,,
3239,7271,mriy◦khuyḥ,c422,- - - - m r i j + kʰ - u j ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3240,1555,phɔ³¹,c449,pʰ ɔ ³¹,,expert,Hill2017,LingPy:SCA,,
3241,1557,pŏ̱²¹kje̱k⁵⁵,c84,p ŏ̰ ²¹ + k j ḛ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3242,5604,pʰa⁵⁵,c449,pʰ a ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3243,1558,pa̱³⁵,c449,p a̰ ³⁵,,expert,Hill2017,LingPy:SCA,,
3244,1562,pɔ̱³⁵,c449,p ɔ̰ ³⁵,,expert,Hill2017,LingPy:SCA,,
3245,1563,phă³¹cak³⁵,c84,pʰ ă ³¹ + c - a k ³⁵,,expert,Hill2017,LingPy:SCA,,
3246,1561,pɑ̱⁵⁵,c449,p ɑ̰ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3247,7273,phāḥ,c449,pʰ a ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3248,6138,xi⁵⁵,c244,x i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3249,6388,ɲɔʔ⁵⁵sai³⁵,c290,ɲ ɔ ʔ ⁵⁵ + s a - i ³⁵,,expert,Hill2017,LingPy:SCA,,
3250,6439,xəi³⁵,c244,x ə i ³⁵,,expert,Hill2017,LingPy:SCA,,
3251,6503,ʃə̱k⁵⁵,c244,ʃ ə̰ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3252,6513,ȵɔʔ⁵⁵siʔ³¹,c290,nʲ ɔ ʔ ⁵⁵ + s i ʔ - ³¹,,expert,Hill2017,LingPy:SCA,,
3253,6573,xak⁵⁵,c244,x a k ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3254,6606,ɕe⁵³,c244,ɕ e - ⁵³,,expert,Hill2017,LingPy:SCA,,
3255,6153,ŋ̊an⁵⁵,c41,ŋ̊ a n ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3256,6211,ŋa̱ŋ³¹,c41,ŋ a̰ ŋ ³¹,,expert,Hill2017,LingPy:SCA,,
3257,6297,ŋa̱n⁵¹pʰju⁵¹,c693,ŋ a̰ n ⁵¹ + pʰ j u ⁵¹,,expert,Hill2017,LingPy:SCA,,
3258,6323,ŋɛ̱̃⁵⁵,c41,ŋ ɛ̰̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3259,6486,ŋa̱n³³pʰiu³³,c693,ŋ a̰ n ³³ + pʰ i u ³³,,expert,Hill2017,LingPy:SCA,,
3260,6592,hnĩ⁵⁵kʰɛ⁵⁵,c300,n̥ ĩ ∼ ⁵⁵ + kʰ ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3261,7276,nhaṅḥ,c41,n̥ a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3262,6543,ŋ̊an⁵⁵,c41,ŋ̊ a n ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3263,1569,ʂə³¹,c140,ʂ ə ³¹,,expert,Hill2017,LingPy:SCA,,
3264,5334,ɑ⁵³tθi⁵⁵,c242,ɑ ⁵³ + tθ i ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3265,1575,ʃɿ⁵⁵,c140,ʃ ɿ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3266,1571,ʃi²¹,c140,ʃ i ²¹,,expert,Hill2017,LingPy:SCA,,
3267,1576,ʃi³⁵,c140,ʃ i ³⁵,,expert,Hill2017,LingPy:SCA,,
3268,1577,ʂɿ³¹,c140,ʂ ɿ ³¹,,expert,Hill2017,LingPy:SCA,,
3269,1572,ʃɿ³⁵,c140,ʃ ɿ ³⁵,,expert,Hill2017,LingPy:SCA,,
3270,7278,sac◦sīḥ,c572,s a ts + s i ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3271,6594,paʔ³¹,c344,p a ʔ ³¹,,expert,Hill2017,LingPy:SCA,,
3272,6205,jɔ̃⁵⁵,c663,j ɔ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3273,6288,paʔ⁵⁵,c344,p a ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3274,6352,tʃhat⁵⁵pɛ̱ʔ⁵⁵,c617,tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3275,6379,sheʔ⁴,c555,sʰ e ʔ ⁴,,expert,Hill2017,LingPy:SCA,,
3276,6443,pai²¹nam⁵⁵,c452,p a i ²¹ + n a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3277,7280,chit,c555,tsʰ i t -,,expert,Hill2017,LingPy:SCA,,
3278,5651,mjɛʔ⁴,c721,m j ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,
3279,1667,sa⁵⁵,c172,s a ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3280,1669,na̱m²¹,c171,n a̰ m ²¹,,expert,Hill2017,LingPy:SCA,,
3281,1674,ma̱n⁵⁵,c689,m a̰ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3282,1675,ma̱ŋ³⁵,c689,m a̰ ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,
3283,1677,sa⁵⁵,c172,s a ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3284,1671,mɛ̱̃³⁵,c689,m ɛ̰̃ ∼ ³⁵,,expert,Hill2017,LingPy:SCA,,
3285,7282,mrak,c721,m r a k -,,expert,Hill2017,LingPy:SCA,,
3286,6130,lak³¹ɣu³¹,c245,l a k ³¹ + ɣ u ³¹,,expert,Hill2017,LingPy:SCA,,
3287,6152,l̥i³¹ʐo⁵⁵,c245,l̥ i - ³¹ + ʐ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3288,6231,mo⁵⁵tθi⁵⁵,c568,m o - ⁵⁵ + tθ i ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3289,6392,lik²¹vo⁵¹,c245,l i k ²¹ + v o ⁵¹,,expert,Hill2017,LingPy:SCA,,
3290,6485,lək³¹,c43,l ə k ³¹,,expert,Hill2017,LingPy:SCA,,
3291,6542,niʔ³¹,c43,n i ʔ ³¹,,expert,Hill2017,LingPy:SCA,,
3292,6597,lak³¹ɣɔ⁵⁵,c245,l a k ³¹ + ɣ ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3293,7284,muivḥ◦sīḥ,c568,m ə w ⁵⁵ + s i ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3294,5326,shɑ̃²²pĩ²²,c390,sʰ ɑ̃ ∼ ²² + p ĩ ∼ ²²,,expert,Hill2017,LingPy:SCA,,
3295,1714,u³¹mui³¹,c506,u ³¹ + m u i ³¹,,expert,Hill2017,LingPy:SCA,,
3296,1717,u²¹tsham⁵¹,c458,u ²¹ + tsʰ a m ⁵¹,,expert,Hill2017,LingPy:SCA,,
3297,1718,tshɛ̃⁵⁵,c287,tsʰ ɛ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3298,1720,tsham³³,c287,tsʰ a m ³³,,expert,Hill2017,LingPy:SCA,,
3299,1722,tshɛ̃³¹,c287,tsʰ ɛ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,
3300,1724,u³¹,c87,u ³¹,,expert,Hill2017,LingPy:SCA,,
3301,7286,chaṃ,c287,tsʰ a m -,,expert,Hill2017,LingPy:SCA,,
3302,5627,lɛʔ⁴,c86,l ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,
3303,1746,laʔ³¹,c86,l a ʔ ³¹,,expert,Hill2017,LingPy:SCA,,
3304,1752,lɔʔ³¹,c86,l ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,
3305,1754,lɔʔ⁵⁵n̥au³¹,c714,l ɔ ʔ ⁵⁵ + n̥ a u ³¹,,expert,Hill2017,LingPy:SCA,,
3306,7288,lak,c86,l a k -,,expert,Hill2017,LingPy:SCA,,
3307,5310,kʰɑ̃u⁵⁵,c722,kʰ ɑ̃ u ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3308,5311,gɑ̃u⁵⁵,c722,g ɑ̃ u ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3309,1773,ni³¹kuaŋ³¹,c437,n i ³¹ + k u a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,
3310,1776,u²¹lu̱m²¹,c182,- u ²¹ + l ṵ m ²¹,,expert,Hill2017,LingPy:SCA,,
3311,1778,u̱³⁵lam³¹,c182,- ṵ ³⁵ + l a m ³¹,,expert,Hill2017,LingPy:SCA,,
3312,1782,wo̱⁵⁵lɔ̱m⁵³,c182,w o̰ ⁵⁵ + l ɔ̰ m ⁵³,,expert,Hill2017,LingPy:SCA,,
3313,1784,au³⁵lam³⁵,c182,a u ³⁵ + l a m ³⁵,,expert,Hill2017,LingPy:SCA,,
3314,1787,u³¹kɔŋ³¹,c611,u ³¹ + k ɔ ŋ ³¹,,expert,Hill2017,LingPy:SCA,,
3315,7290,kho₂ṅḥ,c722,kʰ ʊ - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3316,5665,hnɑ⁵³lõ⁵⁵,c354,n̥ ɑ - ⁵³ - - + l õ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3317,1819,ȵ̥a⁵⁵lum³¹,c354,n̥ʲ a - ⁵⁵ - - + l u m ³¹,,expert,Hill2017,LingPy:SCA,,
3318,1822,ni̱k⁵⁵lu̱m²¹,c354,n ḭ k ⁵⁵ - - + l ṵ m ²¹,,expert,Hill2017,LingPy:SCA,,
3319,1825,na̱k⁵⁵lam³¹,c354,n a̰ k ⁵⁵ - - + l a m ³¹,,expert,Hill2017,LingPy:SCA,,
3320,1830,nə̱k⁵⁵lɔm³³,c354,n ə̰ k ⁵⁵ - - + l ɔ m ³³,,expert,Hill2017,LingPy:SCA,,
3321,1833,na̱k⁵⁵lam³⁵,c354,n a̰ k ⁵⁵ - - + l a m ³⁵,,expert,Hill2017,LingPy:SCA,,
3322,1836,n̥ɔʔ³¹lum³¹,c354,n̥ ɔ ʔ ³¹ - - + l u m ³¹,,expert,Hill2017,LingPy:SCA,,
3323,7292,nha◦luṃḥ,c354,- - - - n̥ a + l u m ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3324,6141,chi⁵⁵,c88,cʰ - i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3325,6199,kʰji⁵⁵saŋ³⁵,c304,kʰ j i - ⁵⁵ + s a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,
3326,6282,ʨʰi⁵⁵xo⁵⁵,c385,tɕʰ i ⁵⁵ + x o ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3327,6372,kʰwɑ²²,c25,kʰ w ɑ ²²,,expert,Hill2017,LingPy:SCA,,
3328,6389,kʰjei³³səŋ⁵⁵,c304,kʰ j e i ³³ + s ə ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3329,6405,kʰjuk⁵⁵saŋ³⁵,c304,kʰ j u k ⁵⁵ + s a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,
3330,6433,kʰji⁵¹siŋ²¹,c304,kʰ j i - ⁵¹ + s i ŋ ²¹,,expert,Hill2017,LingPy:SCA,,
3331,7294,khō₁,c25,kʰ - o ²²,,expert,Hill2017,LingPy:SCA,,
3332,5581,ʨʰo²²,c481,tɕʰ - o - ²²,,expert,Hill2017,LingPy:SCA,,
3333,5582,ʥo²²,c481,dʑ - o - ²²,,expert,Hill2017,LingPy:SCA,,
3334,1990,khjuk³¹,c481,kʰ j u k ³¹,,expert,Hill2017,LingPy:SCA,,
3335,7296,khyuiw,c481,kʰ j ə w -,,expert,Hill2017,LingPy:SCA,,
3336,1986,khju⁵⁵,c481,kʰ j u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
3337,5466,mjĩ⁵⁵,c687,m j ĩ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,
